#,label,environment,wifi_band,number_of_users,user_1_location,user_2_location,user_3_location,user_4_location,user_5_location,user_6_location,user_1_activity,user_2_activity,user_3_activity,user_4_activity,user_5_activity,user_6_activity
3431,act_35_65,classroom,5.0,5,,d,e,a,b,c,,walk,walk,rotation,rotation,walk
3433,act_35_67,classroom,5.0,5,,d,e,a,b,c,,jump,jump,wave,wave,jump
3437,act_35_71,classroom,5.0,5,,d,e,a,b,c,,sit_down,sit_down,stand_up,stand_up,sit_down
3441,act_35_75,classroom,5.0,5,,e,a,b,c,d,,rotation,rotation,jump,jump,rotation
3445,act_35_79,classroom,5.0,5,,e,a,b,c,d,,pick_up,pick_up,sit_down,sit_down,pick_up
3447,act_35_81,classroom,5.0,5,,e,a,b,c,d,,stand_up,stand_up,nothing,nothing,stand_up
3452,act_35_86,classroom,5.0,5,,a,b,c,d,e,,wave,wave,wave,lie_down,wave
3453,act_35_87,classroom,5.0,5,,a,b,c,d,e,,lie_down,lie_down,lie_down,pick_up,lie_down
3454,act_35_88,classroom,5.0,5,,a,b,c,d,e,,pick_up,pick_up,pick_up,sit_down,pick_up
3457,act_35_91,classroom,5.0,5,,b,c,d,e,a,,nothing,nothing,nothing,nothing,nothing
3463,act_35_97,classroom,5.0,5,,b,c,d,e,a,,pick_up,pick_up,pick_up,pick_up,pick_up
3467,act_36_2,classroom,5.0,5,a,,c,d,e,b,walk,,jump,wave,lie_down,rotation
3473,act_36_8,classroom,5.0,5,a,,c,d,e,b,sit_down,,nothing,walk,rotation,stand_up
3477,act_36_12,classroom,5.0,5,b,,d,e,a,c,rotation,,wave,lie_down,pick_up,jump
3487,act_36_22,classroom,5.0,5,c,,e,a,b,d,jump,,lie_down,pick_up,sit_down,wave
3491,act_36_26,classroom,5.0,5,c,,e,a,b,d,sit_down,,nothing,walk,rotation,stand_up
3494,act_36_29,classroom,5.0,5,d,,a,b,c,e,walk,,jump,wave,lie_down,rotation
3497,act_36_32,classroom,5.0,5,d,,a,b,c,e,wave,,pick_up,sit_down,stand_up,lie_down
3507,act_36_42,classroom,5.0,5,e,,b,c,d,a,lie_down,,sit_down,stand_up,nothing,pick_up
3508,act_36_43,classroom,5.0,5,e,,b,c,d,a,pick_up,,stand_up,nothing,walk,sit_down
3511,act_36_46,classroom,5.0,5,a,,c,d,e,b,nothing,,walk,walk,rotation,nothing
3512,act_36_47,classroom,5.0,5,a,,c,d,e,b,walk,,rotation,rotation,jump,walk
3518,act_36_53,classroom,5.0,5,a,,c,d,e,b,sit_down,,stand_up,stand_up,nothing,sit_down
3531,act_36_66,classroom,5.0,5,c,,e,a,b,d,rotation,,rotation,jump,jump,rotation
3532,act_36_67,classroom,5.0,5,c,,e,a,b,d,jump,,jump,wave,wave,jump
3550,act_36_85,classroom,5.0,5,e,,b,c,d,a,jump,,jump,jump,wave,jump
3554,act_36_89,classroom,5.0,5,e,,b,c,d,a,sit_down,,sit_down,sit_down,stand_up,sit_down
3557,act_36_92,classroom,5.0,5,a,,c,d,e,b,walk,,walk,walk,walk,walk
3562,act_36_97,classroom,5.0,5,a,,c,d,e,b,pick_up,,pick_up,pick_up,pick_up,pick_up
3565,act_37_1,meeting_room,2.4,1,a,,,,,,nothing,,,,,
3569,act_37_5,meeting_room,2.4,1,a,,,,,,wave,,,,,
3573,act_37_9,meeting_room,2.4,1,a,,,,,,stand_up,,,,,
3580,act_37_16,meeting_room,2.4,1,b,,,,,,pick_up,,,,,
3582,act_37_18,meeting_room,2.4,1,b,,,,,,stand_up,,,,,
3585,act_37_21,meeting_room,2.4,1,c,,,,,,rotation,,,,,
3592,act_37_28,meeting_room,2.4,1,d,,,,,,nothing,,,,,
3595,act_37_31,meeting_room,2.4,1,d,,,,,,jump,,,,,
3597,act_37_33,meeting_room,2.4,1,d,,,,,,lie_down,,,,,
3599,act_37_35,meeting_room,2.4,1,d,,,,,,sit_down,,,,,
3601,act_37_37,meeting_room,2.4,1,e,,,,,,nothing,,,,,
3611,act_37_47,meeting_room,2.4,1,a,,,,,,walk,,,,,
3628,act_37_64,meeting_room,2.4,1,c,,,,,,nothing,,,,,
3630,act_37_66,meeting_room,2.4,1,c,,,,,,rotation,,,,,
3632,act_37_68,meeting_room,2.4,1,c,,,,,,wave,,,,,
3634,act_37_70,meeting_room,2.4,1,c,,,,,,pick_up,,,,,
3637,act_37_73,meeting_room,2.4,1,d,,,,,,nothing,,,,,
3639,act_37_75,meeting_room,2.4,1,d,,,,,,rotation,,,,,
3641,act_37_77,meeting_room,2.4,1,d,,,,,,wave,,,,,
3645,act_37_81,meeting_room,2.4,1,d,,,,,,stand_up,,,,,
3655,act_37_91,meeting_room,2.4,1,a,,,,,,nothing,,,,,
3666,act_38_3,meeting_room,2.4,1,,b,,,,,,jump,,,,
3673,act_38_10,meeting_room,2.4,1,,c,,,,,,walk,,,,
3676,act_38_13,meeting_room,2.4,1,,c,,,,,,wave,,,,
3677,act_38_14,meeting_room,2.4,1,,c,,,,,,lie_down,,,,
3684,act_38_21,meeting_room,2.4,1,,d,,,,,,jump,,,,
3688,act_38_25,meeting_room,2.4,1,,d,,,,,,sit_down,,,,
3696,act_38_33,meeting_room,2.4,1,,e,,,,,,pick_up,,,,
3697,act_38_34,meeting_room,2.4,1,,e,,,,,,sit_down,,,,
3702,act_38_39,meeting_room,2.4,1,,a,,,,,,jump,,,,
3710,act_38_47,meeting_room,2.4,1,,b,,,,,,walk,,,,
3713,act_38_50,meeting_room,2.4,1,,b,,,,,,wave,,,,
3714,act_38_51,meeting_room,2.4,1,,b,,,,,,lie_down,,,,
3715,act_38_52,meeting_room,2.4,1,,b,,,,,,pick_up,,,,
3717,act_38_54,meeting_room,2.4,1,,b,,,,,,stand_up,,,,
3720,act_38_57,meeting_room,2.4,1,,c,,,,,,rotation,,,,
3726,act_38_63,meeting_room,2.4,1,,c,,,,,,stand_up,,,,
3727,act_38_64,meeting_room,2.4,1,,d,,,,,,nothing,,,,
3736,act_38_73,meeting_room,2.4,1,,e,,,,,,nothing,,,,
3739,act_38_76,meeting_room,2.4,1,,e,,,,,,jump,,,,
3742,act_38_79,meeting_room,2.4,1,,e,,,,,,pick_up,,,,
3745,act_38_82,meeting_room,2.4,1,,a,,,,,,nothing,,,,
3749,act_38_86,meeting_room,2.4,1,,a,,,,,,wave,,,,
3757,act_38_94,meeting_room,2.4,1,,b,,,,,,jump,,,,
3761,act_38_98,meeting_room,2.4,1,,b,,,,,,sit_down,,,,
3763,act_39_1,meeting_room,2.4,1,,,c,,,,,,rotation,,,
3764,act_39_2,meeting_room,2.4,1,,,c,,,,,,jump,,,
3767,act_39_5,meeting_room,2.4,1,,,c,,,,,,pick_up,,,
3770,act_39_8,meeting_room,2.4,1,,,c,,,,,,nothing,,,
3776,act_39_14,meeting_room,2.4,1,,,d,,,,,,pick_up,,,
3779,act_39_17,meeting_room,2.4,1,,,d,,,,,,nothing,,,
3789,act_39_27,meeting_room,2.4,1,,,e,,,,,,walk,,,
3798,act_39_36,meeting_room,2.4,1,,,a,,,,,,walk,,,
3811,act_39_49,meeting_room,2.4,1,,,c,,,,,,wave,,,
3813,act_39_51,meeting_room,2.4,1,,,c,,,,,,pick_up,,,
3815,act_39_53,meeting_room,2.4,1,,,c,,,,,,stand_up,,,
3819,act_39_57,meeting_room,2.4,1,,,d,,,,,,jump,,,
3829,act_39_67,meeting_room,2.4,1,,,e,,,,,,jump,,,
3840,act_39_78,meeting_room,2.4,1,,,a,,,,,,lie_down,,,
3841,act_39_79,meeting_room,2.4,1,,,a,,,,,,pick_up,,,
3844,act_39_82,meeting_room,2.4,1,,,b,,,,,,nothing,,,
3846,act_39_84,meeting_room,2.4,1,,,b,,,,,,rotation,,,
3851,act_39_89,meeting_room,2.4,1,,,b,,,,,,sit_down,,,
3855,act_39_93,meeting_room,2.4,1,,,c,,,,,,rotation,,,
3864,act_40_3,meeting_room,2.4,1,,,,d,,,,,,lie_down,,
3875,act_40_14,meeting_room,2.4,1,,,,e,,,,,,sit_down,,
3877,act_40_16,meeting_room,2.4,1,,,,e,,,,,,nothing,,
3891,act_40_30,meeting_room,2.4,1,,,,b,,,,,,lie_down,,
3898,act_40_37,meeting_room,2.4,1,,,,c,,,,,,jump,,
3901,act_40_40,meeting_room,2.4,1,,,,c,,,,,,pick_up,,
3912,act_40_51,meeting_room,2.4,1,,,,d,,,,,,pick_up,,
3914,act_40_53,meeting_room,2.4,1,,,,d,,,,,,stand_up,,
3926,act_40_65,meeting_room,2.4,1,,,,a,,,,,,rotation,,
3927,act_40_66,meeting_room,2.4,1,,,,a,,,,,,jump,,
3931,act_40_70,meeting_room,2.4,1,,,,a,,,,,,sit_down,,
3944,act_40_83,meeting_room,2.4,1,,,,c,,,,,,walk,,
3954,act_40_93,meeting_room,2.4,1,,,,d,,,,,,rotation,,
3973,act_41_13,meeting_room,2.4,1,,,,,a,,,,,,sit_down,
3975,act_41_15,meeting_room,2.4,1,,,,,a,,,,,,nothing,
3988,act_41_28,meeting_room,2.4,1,,,,,c,,,,,,wave,
3994,act_41_34,meeting_room,2.4,1,,,,,c,,,,,,walk,
3999,act_41_39,meeting_room,2.4,1,,,,,d,,,,,,pick_up,
4001,act_41_41,meeting_room,2.4,1,,,,,d,,,,,,stand_up,
4015,act_41_55,meeting_room,2.4,1,,,,,a,,,,,,rotation,
4019,act_41_59,meeting_room,2.4,1,,,,,a,,,,,,pick_up,
4022,act_41_62,meeting_room,2.4,1,,,,,a,,,,,,nothing,
4034,act_41_74,meeting_room,2.4,1,,,,,c,,,,,,rotation,
4037,act_41_77,meeting_room,2.4,1,,,,,c,,,,,,lie_down,
4038,act_41_78,meeting_room,2.4,1,,,,,c,,,,,,pick_up,
4062,act_42_3,meeting_room,2.4,1,,,,,,a,,,,,,rotation
4071,act_42_12,meeting_room,2.4,1,,,,,,b,,,,,,rotation
4080,act_42_21,meeting_room,2.4,1,,,,,,c,,,,,,rotation
4091,act_42_32,meeting_room,2.4,1,,,,,,d,,,,,,wave
4108,act_42_49,meeting_room,2.4,1,,,,,,a,,,,,,jump
4110,act_42_51,meeting_room,2.4,1,,,,,,a,,,,,,lie_down
4115,act_42_56,meeting_room,2.4,1,,,,,,b,,,,,,walk
4117,act_42_58,meeting_room,2.4,1,,,,,,b,,,,,,jump
4125,act_42_66,meeting_room,2.4,1,,,,,,c,,,,,,rotation
4134,act_42_75,meeting_room,2.4,1,,,,,,d,,,,,,rotation
4143,act_42_84,meeting_room,2.4,1,,,,,,e,,,,,,rotation
4144,act_42_85,meeting_room,2.4,1,,,,,,e,,,,,,jump
4147,act_42_88,meeting_room,2.4,1,,,,,,e,,,,,,pick_up
4151,act_42_92,meeting_room,2.4,1,,,,,,a,,,,,,walk
4159,act_43_1,meeting_room,2.4,2,a,b,,,,,nothing,walk,,,,
4165,act_43_7,meeting_room,2.4,2,a,b,,,,,pick_up,sit_down,,,,
4168,act_43_10,meeting_room,2.4,2,b,c,,,,,nothing,walk,,,,
4172,act_43_14,meeting_room,2.4,2,b,c,,,,,wave,lie_down,,,,
4176,act_43_18,meeting_room,2.4,2,b,c,,,,,stand_up,nothing,,,,
4178,act_43_20,meeting_room,2.4,2,c,d,,,,,walk,rotation,,,,
4179,act_43_21,meeting_room,2.4,2,c,d,,,,,rotation,jump,,,,
4180,act_43_22,meeting_room,2.4,2,c,d,,,,,jump,wave,,,,
4187,act_43_29,meeting_room,2.4,2,d,e,,,,,walk,rotation,,,,
4189,act_43_31,meeting_room,2.4,2,d,e,,,,,jump,wave,,,,
4198,act_43_40,meeting_room,2.4,2,e,a,,,,,jump,wave,,,,
4200,act_43_42,meeting_room,2.4,2,e,a,,,,,lie_down,pick_up,,,,
4201,act_43_43,meeting_room,2.4,2,e,a,,,,,pick_up,sit_down,,,,
4204,act_43_46,meeting_room,2.4,2,a,b,,,,,nothing,nothing,,,,
4207,act_43_49,meeting_room,2.4,2,a,b,,,,,jump,jump,,,,
4209,act_43_51,meeting_room,2.4,2,a,b,,,,,lie_down,lie_down,,,,
4212,act_43_54,meeting_room,2.4,2,a,b,,,,,stand_up,stand_up,,,,
4213,act_43_55,meeting_room,2.4,2,b,c,,,,,nothing,nothing,,,,
4219,act_43_61,meeting_room,2.4,2,b,c,,,,,pick_up,pick_up,,,,
4224,act_43_66,meeting_room,2.4,2,c,d,,,,,rotation,rotation,,,,
4226,act_43_68,meeting_room,2.4,2,c,d,,,,,wave,wave,,,,
4228,act_43_70,meeting_room,2.4,2,c,d,,,,,pick_up,pick_up,,,,
4233,act_43_75,meeting_room,2.4,2,d,e,,,,,rotation,rotation,,,,
4235,act_43_77,meeting_room,2.4,2,d,e,,,,,wave,wave,,,,
4243,act_43_85,meeting_room,2.4,2,e,a,,,,,jump,jump,,,,
4244,act_43_86,meeting_room,2.4,2,e,a,,,,,wave,wave,,,,
4250,act_43_92,meeting_room,2.4,2,a,b,,,,,walk,walk,,,,
4256,act_43_98,meeting_room,2.4,2,a,b,,,,,sit_down,sit_down,,,,
4260,act_44_3,meeting_room,2.4,2,,,c,d,,,,,wave,lie_down,,
4262,act_44_5,meeting_room,2.4,2,,,c,d,,,,,pick_up,sit_down,,
4264,act_44_7,meeting_room,2.4,2,,,c,d,,,,,stand_up,nothing,,
4269,act_44_12,meeting_room,2.4,2,,,d,e,,,,,wave,lie_down,,
4279,act_44_22,meeting_room,2.4,2,,,e,a,,,,,lie_down,pick_up,,
4283,act_44_26,meeting_room,2.4,2,,,e,a,,,,,nothing,walk,,
4287,act_44_30,meeting_room,2.4,2,,,a,b,,,,,wave,lie_down,,
4290,act_44_33,meeting_room,2.4,2,,,a,b,,,,,sit_down,stand_up,,
4294,act_44_37,meeting_room,2.4,2,,,b,c,,,,,rotation,jump,,
4298,act_44_41,meeting_room,2.4,2,,,b,c,,,,,pick_up,sit_down,,
4301,act_44_44,meeting_room,2.4,2,,,b,c,,,,,nothing,walk,,
4312,act_44_55,meeting_room,2.4,2,,,d,e,,,,,walk,walk,,
4313,act_44_56,meeting_room,2.4,2,,,d,e,,,,,rotation,rotation,,
4325,act_44_68,meeting_room,2.4,2,,,e,a,,,,,wave,lie_down,,
4331,act_44_74,meeting_room,2.4,2,,,a,b,,,,,walk,rotation,,
4347,act_44_90,meeting_room,2.4,2,,,b,c,,,,,stand_up,stand_up,,
4350,act_44_93,meeting_room,2.4,2,,,c,d,,,,,rotation,rotation,,
4357,act_45_1,meeting_room,2.4,2,,,,,e,a,,,,,wave,nothing
4359,act_45_3,meeting_room,2.4,2,,,,,e,a,,,,,pick_up,rotation
4361,act_45_5,meeting_room,2.4,2,,,,,e,a,,,,,stand_up,wave
4362,act_45_6,meeting_room,2.4,2,,,,,e,a,,,,,nothing,lie_down
4364,act_45_8,meeting_room,2.4,2,,,,,e,a,,,,,rotation,sit_down
4381,act_45_25,meeting_room,2.4,2,,,,,b,c,,,,,walk,pick_up
4389,act_45_33,meeting_room,2.4,2,,,,,c,d,,,,,nothing,lie_down
4390,act_45_34,meeting_room,2.4,2,,,,,c,d,,,,,walk,pick_up
4400,act_45_44,meeting_room,2.4,2,,,,,d,e,,,,,rotation,sit_down
4407,act_45_51,meeting_room,2.4,2,,,,,e,a,,,,,sit_down,lie_down
4414,act_45_58,meeting_room,2.4,2,,,,,a,b,,,,,lie_down,jump
4423,act_45_67,meeting_room,2.4,2,,,,,b,c,,,,,wave,jump
4426,act_45_70,meeting_room,2.4,2,,,,,b,c,,,,,sit_down,pick_up
4427,act_45_71,meeting_room,2.4,2,,,,,b,c,,,,,stand_up,sit_down
4431,act_45_75,meeting_room,2.4,2,,,,,c,d,,,,,jump,rotation
4432,act_45_76,meeting_room,2.4,2,,,,,c,d,,,,,wave,jump
4433,act_45_77,meeting_room,2.4,2,,,,,c,d,,,,,lie_down,wave
4434,act_45_78,meeting_room,2.4,2,,,,,c,d,,,,,pick_up,lie_down
4436,act_45_80,meeting_room,2.4,2,,,,,c,d,,,,,stand_up,sit_down
4438,act_45_82,meeting_room,2.4,2,,,,,d,e,,,,,walk,nothing
4441,act_45_85,meeting_room,2.4,2,,,,,d,e,,,,,wave,jump
4444,act_45_88,meeting_room,2.4,2,,,,,d,e,,,,,sit_down,pick_up
4446,act_45_90,meeting_room,2.4,2,,,,,d,e,,,,,nothing,stand_up
4452,act_45_96,meeting_room,2.4,2,,,,,e,a,,,,,lie_down,lie_down
4453,act_45_97,meeting_room,2.4,2,,,,,e,a,,,,,pick_up,pick_up
4466,act_46_11,meeting_room,2.4,3,b,c,d,,,,walk,rotation,jump,,,
4469,act_46_14,meeting_room,2.4,3,b,c,d,,,,wave,lie_down,pick_up,,,
4471,act_46_16,meeting_room,2.4,3,b,c,d,,,,pick_up,sit_down,stand_up,,,
4474,act_46_19,meeting_room,2.4,3,c,d,e,,,,nothing,walk,rotation,,,
4482,act_46_27,meeting_room,2.4,3,c,d,e,,,,stand_up,nothing,walk,,,
4489,act_46_34,meeting_room,2.4,3,d,e,a,,,,pick_up,sit_down,stand_up,,,
4492,act_46_37,meeting_room,2.4,3,e,a,b,,,,nothing,walk,rotation,,,
4493,act_46_38,meeting_room,2.4,3,e,a,b,,,,walk,rotation,jump,,,
4494,act_46_39,meeting_room,2.4,3,e,a,b,,,,rotation,jump,wave,,,
4495,act_46_40,meeting_room,2.4,3,e,a,b,,,,jump,wave,lie_down,,,
4496,act_46_41,meeting_room,2.4,3,e,a,b,,,,wave,lie_down,pick_up,,,
4497,act_46_42,meeting_room,2.4,3,e,a,b,,,,lie_down,pick_up,sit_down,,,
4498,act_46_43,meeting_room,2.4,3,e,a,b,,,,pick_up,sit_down,stand_up,,,
4500,act_46_45,meeting_room,2.4,3,e,a,b,,,,stand_up,nothing,walk,,,
4518,act_46_63,meeting_room,2.4,3,b,c,d,,,,stand_up,stand_up,nothing,,,
4525,act_46_70,meeting_room,2.4,3,c,d,e,,,,pick_up,pick_up,pick_up,,,
4531,act_46_76,meeting_room,2.4,3,d,e,a,,,,jump,jump,jump,,,
4532,act_46_77,meeting_room,2.4,3,d,e,a,,,,wave,wave,wave,,,
4544,act_46_89,meeting_room,2.4,3,e,a,b,,,,sit_down,sit_down,sit_down,,,
4545,act_46_90,meeting_room,2.4,3,e,a,b,,,,stand_up,stand_up,stand_up,,,
4548,act_46_93,meeting_room,2.4,3,a,b,c,,,,rotation,rotation,rotation,,,
4549,act_46_94,meeting_room,2.4,3,a,b,c,,,,jump,jump,jump,,,
4556,act_47_2,meeting_room,2.4,3,,b,,d,,a,,rotation,,wave,,walk
4567,act_47_13,meeting_room,2.4,3,,c,,e,,b,,wave,,pick_up,,jump
4570,act_47_16,meeting_room,2.4,3,,c,,e,,b,,sit_down,,nothing,,pick_up
4577,act_47_23,meeting_room,2.4,3,,d,,a,,c,,lie_down,,sit_down,,wave
4586,act_47_32,meeting_room,2.4,3,,e,,b,,d,,lie_down,,sit_down,,wave
4593,act_47_39,meeting_room,2.4,3,,a,,c,,e,,jump,,lie_down,,rotation
4600,act_47_46,meeting_room,2.4,3,,b,,d,,a,,nothing,,walk,,nothing
4612,act_47_58,meeting_room,2.4,3,,c,,e,,b,,jump,,wave,,jump
4613,act_47_59,meeting_room,2.4,3,,c,,e,,b,,wave,,lie_down,,wave
4617,act_47_63,meeting_room,2.4,3,,c,,e,,b,,stand_up,,nothing,,stand_up
4622,act_47_68,meeting_room,2.4,3,,d,,a,,c,,wave,,lie_down,,wave
4633,act_47_79,meeting_room,2.4,3,,e,,b,,d,,pick_up,,sit_down,,pick_up
4637,act_47_83,meeting_room,2.4,3,,a,,c,,e,,walk,,walk,,walk
4638,act_47_84,meeting_room,2.4,3,,a,,c,,e,,rotation,,rotation,,rotation
4643,act_47_89,meeting_room,2.4,3,,a,,c,,e,,sit_down,,sit_down,,sit_down
4645,act_47_91,meeting_room,2.4,3,,b,,d,,a,,nothing,,nothing,,nothing
4649,act_47_95,meeting_room,2.4,3,,b,,d,,a,,wave,,wave,,wave
4659,act_48_6,meeting_room,2.4,3,a,,,,e,b,lie_down,,,,nothing,pick_up
4663,act_48_10,meeting_room,2.4,3,b,,,,a,c,nothing,,,,wave,walk
4671,act_48_18,meeting_room,2.4,3,b,,,,a,c,stand_up,,,,jump,nothing
4674,act_48_21,meeting_room,2.4,3,c,,,,b,d,rotation,,,,pick_up,jump
4676,act_48_23,meeting_room,2.4,3,c,,,,b,d,wave,,,,stand_up,lie_down
4704,act_48_51,meeting_room,2.4,3,a,,,,e,b,lie_down,,,,sit_down,lie_down
4720,act_48_67,meeting_room,2.4,3,c,,,,b,d,jump,,,,wave,jump
4730,act_48_77,meeting_room,2.4,3,d,,,,c,e,wave,,,,lie_down,wave
4733,act_48_80,meeting_room,2.4,3,d,,,,c,e,sit_down,,,,stand_up,sit_down
4736,act_48_83,meeting_room,2.4,3,e,,,,d,a,walk,,,,rotation,walk
4737,act_48_84,meeting_room,2.4,3,e,,,,d,a,rotation,,,,jump,rotation
4738,act_48_85,meeting_room,2.4,3,e,,,,d,a,jump,,,,wave,jump
4749,act_48_96,meeting_room,2.4,3,a,,,,e,b,lie_down,,,,lie_down,lie_down
4753,act_49_1,meeting_room,2.4,4,a,b,c,d,,,nothing,walk,rotation,jump,,
4758,act_49_6,meeting_room,2.4,4,a,b,c,d,,,lie_down,pick_up,sit_down,stand_up,,
4761,act_49_9,meeting_room,2.4,4,a,b,c,d,,,stand_up,nothing,walk,rotation,,
4778,act_49_26,meeting_room,2.4,4,c,d,e,a,,,sit_down,stand_up,nothing,walk,,
4781,act_49_29,meeting_room,2.4,4,d,e,a,b,,,walk,rotation,jump,wave,,
4785,act_49_33,meeting_room,2.4,4,d,e,a,b,,,lie_down,pick_up,sit_down,stand_up,,
4789,act_49_37,meeting_room,2.4,4,e,a,b,c,,,nothing,walk,rotation,jump,,
4791,act_49_39,meeting_room,2.4,4,e,a,b,c,,,rotation,jump,wave,lie_down,,
4796,act_49_44,meeting_room,2.4,4,e,a,b,c,,,sit_down,stand_up,nothing,walk,,
4799,act_49_47,meeting_room,2.4,4,a,b,c,d,,,walk,walk,rotation,rotation,,
4800,act_49_48,meeting_room,2.4,4,a,b,c,d,,,rotation,rotation,jump,jump,,
4805,act_49_53,meeting_room,2.4,4,a,b,c,d,,,sit_down,sit_down,stand_up,stand_up,,
4806,act_49_54,meeting_room,2.4,4,a,b,c,d,,,stand_up,stand_up,nothing,nothing,,
4807,act_49_55,meeting_room,2.4,4,b,c,d,e,,,nothing,nothing,walk,walk,,
4810,act_49_58,meeting_room,2.4,4,b,c,d,e,,,jump,jump,wave,wave,,
4812,act_49_60,meeting_room,2.4,4,b,c,d,e,,,lie_down,lie_down,pick_up,pick_up,,
4816,act_49_64,meeting_room,2.4,4,c,d,e,a,,,nothing,nothing,nothing,walk,,
4821,act_49_69,meeting_room,2.4,4,c,d,e,a,,,lie_down,lie_down,lie_down,pick_up,,
4832,act_49_80,meeting_room,2.4,4,d,e,a,b,,,sit_down,sit_down,sit_down,stand_up,,
4836,act_49_84,meeting_room,2.4,4,e,a,b,c,,,rotation,rotation,rotation,rotation,,
4838,act_49_86,meeting_room,2.4,4,e,a,b,c,,,wave,wave,wave,wave,,
4840,act_49_88,meeting_room,2.4,4,e,a,b,c,,,pick_up,pick_up,pick_up,pick_up,,
4842,act_49_90,meeting_room,2.4,4,e,a,b,c,,,stand_up,stand_up,stand_up,stand_up,,
4847,act_49_95,meeting_room,2.4,4,a,b,c,d,,,wave,wave,wave,wave,,
4850,act_49_98,meeting_room,2.4,4,a,b,c,d,,,sit_down,sit_down,sit_down,sit_down,,
4854,act_50_3,meeting_room,2.4,4,,b,,d,e,a,,jump,,lie_down,pick_up,rotation
4855,act_50_4,meeting_room,2.4,4,,b,,d,e,a,,wave,,pick_up,sit_down,jump
4859,act_50_8,meeting_room,2.4,4,,b,,d,e,a,,stand_up,,walk,rotation,sit_down
4860,act_50_9,meeting_room,2.4,4,,b,,d,e,a,,nothing,,rotation,jump,stand_up
4870,act_50_19,meeting_room,2.4,4,,d,,a,b,c,,walk,,jump,wave,nothing
4874,act_50_23,meeting_room,2.4,4,,d,,a,b,c,,lie_down,,sit_down,stand_up,wave
4877,act_50_26,meeting_room,2.4,4,,d,,a,b,c,,stand_up,,walk,rotation,sit_down
4883,act_50_32,meeting_room,2.4,4,,e,,b,c,d,,lie_down,,sit_down,stand_up,wave
4888,act_50_37,meeting_room,2.4,4,,a,,c,d,e,,walk,,jump,wave,nothing
4893,act_50_42,meeting_room,2.4,4,,a,,c,d,e,,pick_up,,stand_up,nothing,lie_down
4894,act_50_43,meeting_room,2.4,4,,a,,c,d,e,,sit_down,,nothing,walk,pick_up
4896,act_50_45,meeting_room,2.4,4,,a,,c,d,e,,nothing,,rotation,jump,stand_up
4905,act_50_54,meeting_room,2.4,4,,b,,d,e,a,,stand_up,,nothing,walk,stand_up
4910,act_50_59,meeting_room,2.4,4,,c,,e,a,b,,wave,,lie_down,pick_up,wave
4911,act_50_60,meeting_room,2.4,4,,c,,e,a,b,,lie_down,,pick_up,sit_down,lie_down
4912,act_50_61,meeting_room,2.4,4,,c,,e,a,b,,pick_up,,sit_down,stand_up,pick_up
4918,act_50_67,meeting_room,2.4,4,,d,,a,b,c,,jump,,wave,wave,jump
4927,act_50_76,meeting_room,2.4,4,,e,,b,c,d,,jump,,wave,wave,jump
4932,act_50_81,meeting_room,2.4,4,,e,,b,c,d,,stand_up,,nothing,nothing,stand_up
4941,act_50_90,meeting_room,2.4,4,,a,,c,d,e,,stand_up,,stand_up,nothing,stand_up
4945,act_50_94,meeting_room,2.4,4,,b,,d,e,a,,jump,,jump,jump,jump
4947,act_50_96,meeting_room,2.4,4,,b,,d,e,a,,lie_down,,lie_down,lie_down,lie_down
4965,act_51_15,meeting_room,2.4,4,b,,d,,a,c,lie_down,,sit_down,,nothing,pick_up
4969,act_51_19,meeting_room,2.4,4,c,,e,,b,d,nothing,,rotation,,wave,walk
4972,act_51_22,meeting_room,2.4,4,c,,e,,b,d,jump,,lie_down,,sit_down,wave
4974,act_51_24,meeting_room,2.4,4,c,,e,,b,d,lie_down,,sit_down,,nothing,pick_up
4977,act_51_27,meeting_room,2.4,4,c,,e,,b,d,stand_up,,walk,,jump,nothing
4981,act_51_31,meeting_room,2.4,4,d,,a,,c,e,jump,,lie_down,,sit_down,wave
5006,act_51_56,meeting_room,2.4,4,b,,d,,a,c,walk,,rotation,,jump,walk
5011,act_51_61,meeting_room,2.4,4,b,,d,,a,c,pick_up,,sit_down,,stand_up,pick_up
5017,act_51_67,meeting_room,2.4,4,c,,e,,b,d,jump,,jump,,wave,jump
5030,act_51_80,meeting_room,2.4,4,d,,a,,c,e,sit_down,,sit_down,,stand_up,sit_down
5032,act_51_82,meeting_room,2.4,4,e,,b,,d,a,nothing,,nothing,,walk,nothing
5044,act_51_94,meeting_room,2.4,4,a,,c,,e,b,jump,,jump,,jump,jump
5048,act_51_98,meeting_room,2.4,4,a,,c,,e,b,sit_down,,sit_down,,sit_down,sit_down
5052,act_52_3,meeting_room,2.4,5,a,b,c,d,e,,rotation,jump,wave,lie_down,pick_up,
5053,act_52_4,meeting_room,2.4,5,a,b,c,d,e,,jump,wave,lie_down,pick_up,sit_down,
5057,act_52_8,meeting_room,2.4,5,a,b,c,d,e,,sit_down,stand_up,nothing,walk,rotation,
5064,act_52_15,meeting_room,2.4,5,b,c,d,e,a,,lie_down,pick_up,sit_down,stand_up,nothing,
5069,act_52_20,meeting_room,2.4,5,c,d,e,a,b,,walk,rotation,jump,wave,lie_down,
5074,act_52_25,meeting_room,2.4,5,c,d,e,a,b,,pick_up,sit_down,stand_up,nothing,walk,
5079,act_52_30,meeting_room,2.4,5,d,e,a,b,c,,rotation,jump,wave,lie_down,pick_up,
