#,label,environment,wifi_band,number_of_users,user_1_location,user_2_location,user_3_location,user_4_location,user_5_location,user_6_location,user_1_activity,user_2_activity,user_3_activity,user_4_activity,user_5_activity,user_6_activity
5939,act_60_98,meeting_room,5.0,1,,,,,,a,,,,,,sit_down
8440,act_86_25,empty_room,2.4,4,,d,,a,b,c,,sit_down,,nothing,walk,pick_up
545,act_6_50,classroom,2.4,1,,,,,,a,,,,,,wave
1205,act_13_17,classroom,2.4,4,b,c,d,e,,,sit_down,stand_up,nothing,walk,,
4672,act_48_19,meeting_room,2.4,3,c,,,,b,d,nothing,,,,wave,walk
5362,act_55_16,meeting_room,5.0,1,b,,,,,,pick_up,,,,,
10279,act_104_82,empty_room,5.0,4,,a,,c,d,e,,nothing,,nothing,walk,nothing
2638,act_27_64,classroom,5.0,2,,,,,b,c,,,,,walk,nothing
10930,act_203_40,meeting_room,2.4,0,,,,,,,,,,,,
5891,act_60_50,meeting_room,5.0,1,,,,,,a,,,,,,wave
10187,act_103_89,empty_room,5.0,4,e,a,b,c,,,sit_down,sit_down,sit_down,sit_down,,
5460,act_56_15,meeting_room,5.0,1,,c,,,,,,pick_up,,,,
9842,act_100_41,empty_room,5.0,3,e,a,b,,,,wave,lie_down,pick_up,,,
878,act_9_86,classroom,2.4,2,,,,,d,e,,,,,lie_down,wave
9171,act_93_63,empty_room,5.0,1,,,d,,,,,,nothing,,,
197,act_2_98,classroom,2.4,1,,b,,,,,,sit_down,,,,
11002,act_204_13,meeting_room,5.0,0,,,,,,,,,,,,
3384,act_35_18,classroom,5.0,5,,c,d,e,a,b,,nothing,walk,rotation,jump,stand_up
11079,act_204_90,meeting_room,5.0,0,,,,,,,,,,,,
9108,act_92_99,empty_room,5.0,1,,b,,,,,,stand_up,,,,
2998,act_31_28,classroom,5.0,4,d,e,a,b,,,nothing,walk,rotation,jump,,
6394,act_65_58,meeting_room,5.0,3,,c,,e,,b,,jump,,wave,,jump
2572,act_26_97,classroom,5.0,2,,,c,d,,,,,pick_up,pick_up,,
5004,act_51_54,meeting_room,2.4,4,a,,c,,e,b,stand_up,,nothing,,walk,stand_up
9742,act_99_40,empty_room,5.0,2,,,,,d,e,,,,,sit_down,jump
10583,act_107_89,empty_room,5.0,5,,a,b,c,d,e,,sit_down,sit_down,sit_down,stand_up,sit_down
4164,act_43_6,meeting_room,2.4,2,a,b,,,,,lie_down,pick_up,,,,
4399,act_45_43,meeting_room,2.4,2,,,,,d,e,,,,,walk,pick_up
7380,act_75_54,empty_room,2.4,1,,,c,,,,,,nothing,,,
8492,act_86_77,empty_room,2.4,4,,e,,b,c,d,,wave,,lie_down,lie_down,wave
2683,act_28_10,classroom,5.0,3,b,c,d,,,,nothing,walk,rotation,,,
2509,act_26_34,classroom,5.0,2,,,a,b,,,,,stand_up,nothing,,
4588,act_47_34,meeting_room,2.4,3,,e,,b,,d,,sit_down,,nothing,,pick_up
1511,act_16_26,classroom,2.4,5,c,d,e,a,b,,sit_down,stand_up,nothing,walk,rotation,
10959,act_203_69,meeting_room,2.4,0,,,,,,,,,,,,
9118,act_93_10,empty_room,5.0,1,,,d,,,,,,rotation,,,
1245,act_13_57,classroom,2.4,4,b,c,d,e,,,rotation,rotation,jump,jump,,
5830,act_59_88,meeting_room,5.0,1,,,,,d,,,,,,sit_down,
9953,act_101_53,empty_room,5.0,3,,b,,d,,a,,sit_down,,stand_up,,sit_down
4122,act_42_63,meeting_room,2.4,1,,,,,,b,,,,,,stand_up
8184,act_83_66,empty_room,2.4,3,,d,,a,,c,,rotation,,jump,,rotation
7269,act_74_42,empty_room,2.4,1,,a,,,,,,pick_up,,,,
9442,act_96_37,empty_room,5.0,1,,,,,,e,,,,,,nothing
10621,act_108_28,empty_room,5.0,5,d,,a,b,c,e,nothing,,rotation,jump,wave,walk
255,act_3_57,classroom,2.4,1,,,d,,,,,,jump,,,
9415,act_96_10,empty_room,5.0,1,,,,,,b,,,,,,nothing
9179,act_93_71,empty_room,5.0,1,,,e,,,,,,sit_down,,,
9327,act_95_21,empty_room,5.0,1,,,,,b,,,,,,pick_up,
760,act_8_67,classroom,2.4,2,,,e,a,,,,,jump,wave,,
655,act_7_61,classroom,2.4,2,b,c,,,,,pick_up,pick_up,,,,
6426,act_65_90,meeting_room,5.0,3,,a,,c,,e,,stand_up,,stand_up,,stand_up
3402,act_35_36,classroom,5.0,5,,e,a,b,c,d,,nothing,walk,rotation,jump,stand_up
1421,act_15_35,classroom,2.4,4,d,,a,,c,e,sit_down,,nothing,,rotation,stand_up
3045,act_31_75,classroom,5.0,4,d,e,a,b,,,rotation,rotation,rotation,jump,,
2831,act_29_59,classroom,5.0,3,,c,,e,,b,,wave,,lie_down,,wave
7106,act_72_77,meeting_room,5.0,5,d,,a,b,c,e,wave,,wave,lie_down,lie_down,wave
329,act_4_32,classroom,2.4,1,,,,b,,,,,,sit_down,,
7631,act_78_8,empty_room,2.4,1,,,,,,a,,,,,,sit_down
8457,act_86_42,empty_room,2.4,4,,a,,c,d,e,,pick_up,,stand_up,nothing,lie_down
4378,act_45_22,meeting_room,2.4,2,,,,,b,c,,,,,sit_down,jump
3020,act_31_50,classroom,5.0,4,a,b,c,d,,,wave,wave,lie_down,lie_down,,
3030,act_31_60,classroom,5.0,4,b,c,d,e,,,lie_down,lie_down,pick_up,pick_up,,
2637,act_27_63,classroom,5.0,2,,,,,a,b,,,,,walk,stand_up
7953,act_81_33,empty_room,2.4,2,,,,,c,d,,,,,nothing,lie_down
3019,act_31_49,classroom,5.0,4,a,b,c,d,,,jump,jump,wave,wave,,
2946,act_30_75,classroom,5.0,3,d,,,,c,e,rotation,,,,jump,rotation
3660,act_37_96,meeting_room,2.4,1,a,,,,,,lie_down,,,,,
7781,act_79_59,empty_room,2.4,2,b,c,,,,,wave,wave,,,,
9989,act_101_89,empty_room,5.0,3,,a,,c,,e,,sit_down,,sit_down,,sit_down
7534,act_77_10,empty_room,2.4,1,,,,,a,,,,,,wave,
2664,act_27_90,classroom,5.0,2,,,,,d,e,,,,,nothing,stand_up
4833,act_49_81,meeting_room,2.4,4,d,e,a,b,,,stand_up,stand_up,stand_up,nothing,,
1363,act_14_76,classroom,2.4,4,,e,,b,c,d,,jump,,wave,wave,jump
10693,act_201_1,classroom,2.4,0,,,,,,,,,,,,
3482,act_36_17,classroom,5.0,5,b,,d,e,a,c,sit_down,,nothing,walk,rotation,stand_up
10872,act_202_81,classroom,5.0,0,,,,,,,,,,,,
8280,act_84_63,empty_room,2.4,3,b,,,,a,c,stand_up,,,,walk,stand_up
9566,act_97_62,empty_room,5.0,2,b,c,,,,,sit_down,sit_down,,,,
4533,act_46_78,meeting_room,2.4,3,d,e,a,,,,lie_down,lie_down,lie_down,,,
8132,act_83_14,empty_room,2.4,3,,c,,e,,b,,lie_down,,sit_down,,wave
2881,act_30_10,classroom,5.0,3,b,,,,a,c,nothing,,,,wave,walk
3382,act_35_16,classroom,5.0,5,,c,d,e,a,b,,sit_down,stand_up,nothing,walk,pick_up
1303,act_14_16,classroom,2.4,4,,c,,e,a,b,,sit_down,,nothing,walk,pick_up
5336,act_54_89,meeting_room,2.4,5,e,,b,c,d,a,sit_down,,sit_down,sit_down,stand_up,sit_down
6959,act_71_29,meeting_room,5.0,5,,e,a,b,c,d,,rotation,jump,wave,lie_down,walk
7686,act_78_63,empty_room,2.4,1,,,,,,b,,,,,,stand_up
4581,act_47_27,meeting_room,2.4,3,,d,,a,,c,,nothing,,rotation,,stand_up
943,act_10_52,classroom,2.4,3,a,b,c,,,,pick_up,pick_up,sit_down,,,
3236,act_33_68,classroom,5.0,4,c,,e,,b,d,wave,,wave,,lie_down,wave
3258,act_33_90,classroom,5.0,4,e,,b,,d,a,stand_up,,stand_up,,nothing,stand_up
6933,act_71_3,meeting_room,5.0,5,,b,c,d,e,a,,jump,wave,lie_down,pick_up,rotation
9886,act_100_85,empty_room,5.0,3,e,a,b,,,,jump,jump,jump,,,
177,act_2_78,classroom,2.4,1,,e,,,,,,lie_down,,,,
436,act_5_40,classroom,2.4,1,,,,,d,,,,,,sit_down,
7798,act_79_76,empty_room,2.4,2,d,e,,,,,jump,jump,,,,
309,act_4_12,classroom,2.4,1,,,,e,,,,,,lie_down,,
1566,act_16_81,classroom,2.4,5,d,e,a,b,c,,stand_up,stand_up,stand_up,nothing,nothing,
3965,act_41_5,meeting_room,2.4,1,,,,,e,,,,,,stand_up,
8378,act_85_62,empty_room,2.4,4,b,c,d,e,,,sit_down,sit_down,stand_up,stand_up,,
5658,act_58_15,meeting_room,5.0,1,,,,e,,,,,,stand_up,,
9251,act_94_44,empty_room,5.0,1,,,,c,,,,,,walk,,
596,act_7_2,classroom,2.4,2,a,b,,,,,walk,rotation,,,,
11242,act_206_55,empty_room,5.0,0,,,,,,,,,,,,
7052,act_72_23,meeting_room,5.0,5,c,,e,a,b,d,wave,,pick_up,sit_down,stand_up,lie_down
9392,act_95_86,empty_room,5.0,1,,,,,d,,,,,,lie_down,
2624,act_27_50,classroom,5.0,2,,,,,e,a,,,,,pick_up,wave
8576,act_87_62,empty_room,2.4,4,b,,d,,a,c,sit_down,,stand_up,,nothing,sit_down
10332,act_105_36,empty_room,5.0,4,d,,a,,c,e,stand_up,,walk,,jump,nothing
232,act_3_34,classroom,2.4,1,,,a,,,,,,stand_up,,,
180,act_2_81,classroom,2.4,1,,e,,,,,,stand_up,,,,
738,act_8_45,classroom,2.4,2,,,b,c,,,,,walk,rotation,,
7681,act_78_58,empty_room,2.4,1,,,,,,b,,,,,,jump
8272,act_84_55,empty_room,2.4,3,b,,,,a,c,nothing,,,,rotation,nothing
6522,act_66_87,meeting_room,5.0,3,e,,,,d,a,lie_down,,,,pick_up,lie_down
9792,act_99_90,empty_room,5.0,2,,,,,d,e,,,,,nothing,stand_up
7765,act_79_43,empty_room,2.4,2,e,a,,,,,pick_up,sit_down,,,,
6129,act_62_90,meeting_room,5.0,2,,,b,c,,,,,stand_up,stand_up,,
1322,act_14_35,classroom,2.4,4,,e,,b,c,d,,stand_up,,walk,rotation,sit_down
1996,act_21_16,classroom,5.0,1,,,d,,,,,,stand_up,,,
8154,act_83_36,empty_room,2.4,3,,e,,b,,d,,nothing,,rotation,,stand_up
10301,act_105_5,empty_room,5.0,4,a,,c,,e,b,wave,,pick_up,,stand_up,lie_down
801,act_9_9,classroom,2.4,2,,,,,e,a,,,,,jump,stand_up
9021,act_92_12,empty_room,5.0,1,,c,,,,,,jump,,,,
10546,act_107_52,empty_room,5.0,5,,b,c,d,e,a,,pick_up,sit_down,sit_down,stand_up,pick_up
10394,act_105_98,empty_room,5.0,4,a,,c,,e,b,sit_down,,sit_down,,sit_down,sit_down
70,act_1_70,classroom,2.4,1,c,,,,,,pick_up,,,,,
5427,act_55_81,meeting_room,5.0,1,d,,,,,,stand_up,,,,,
9011,act_92_2,empty_room,5.0,1,,b,,,,,,rotation,,,,
1681,act_17_97,classroom,2.4,5,,b,c,d,e,a,,pick_up,pick_up,pick_up,pick_up,pick_up
378,act_4_81,classroom,2.4,1,,,,b,,,,,,nothing,,
1470,act_15_84,classroom,2.4,4,e,,b,,d,a,rotation,,rotation,,jump,rotation
2604,act_27_30,classroom,5.0,2,,,,,c,d,,,,,pick_up,rotation
4182,act_43_24,meeting_room,2.4,2,c,d,,,,,lie_down,pick_up,,,,
5380,act_55_34,meeting_room,5.0,1,d,,,,,,pick_up,,,,,
4231,act_43_73,meeting_room,2.4,2,d,e,,,,,nothing,nothing,,,,
3092,act_32_23,classroom,5.0,4,,d,,a,b,c,,lie_down,,sit_down,stand_up,wave
2727,act_28_54,classroom,5.0,3,a,b,c,,,,stand_up,stand_up,nothing,,,
478,act_5_82,classroom,2.4,1,,,,,d,,,,,,walk,
1330,act_14_43,classroom,2.4,4,,a,,c,d,e,,sit_down,,nothing,walk,pick_up
2284,act_24_7,classroom,5.0,1,,,,,,a,,,,,,pick_up
3733,act_38_70,meeting_room,2.4,1,,d,,,,,,pick_up,,,,
10888,act_202_97,classroom,5.0,0,,,,,,,,,,,,
752,act_8_59,classroom,2.4,2,,,d,e,,,,,lie_down,lie_down,,
5552,act_57_8,meeting_room,5.0,1,,,c,,,,,,nothing,,,
11255,act_206_68,empty_room,5.0,0,,,,,,,,,,,,
6631,act_67_97,meeting_room,5.0,4,a,b,c,d,,,pick_up,pick_up,pick_up,pick_up,,
7586,act_77_62,empty_room,2.4,1,,,,,a,,,,,,nothing,
1546,act_16_61,classroom,2.4,5,b,c,d,e,a,,pick_up,pick_up,sit_down,sit_down,stand_up,
8030,act_82_11,empty_room,2.4,3,b,c,d,,,,walk,rotation,jump,,,
9666,act_98_63,empty_room,5.0,2,,,d,e,,,,,nothing,nothing,,
2684,act_28_11,classroom,5.0,3,b,c,d,,,,walk,rotation,jump,,,
8671,act_88_58,empty_room,2.4,5,b,c,d,e,a,,jump,jump,wave,wave,lie_down,
10311,act_105_15,empty_room,5.0,4,b,,d,,a,c,lie_down,,sit_down,,nothing,pick_up
7873,act_80_52,empty_room,2.4,2,,,c,d,,,,,sit_down,sit_down,,
3519,act_36_54,classroom,5.0,5,a,,c,d,e,b,stand_up,,nothing,nothing,walk,stand_up
10538,act_107_44,empty_room,5.0,5,,a,b,c,d,e,,stand_up,nothing,walk,rotation,sit_down
2355,act_24_78,classroom,5.0,1,,,,,,d,,,,,,lie_down
4908,act_50_57,meeting_room,2.4,4,,c,,e,a,b,,rotation,,jump,wave,rotation
774,act_8_81,classroom,2.4,2,,,a,b,,,,,stand_up,nothing,,
4685,act_48_32,meeting_room,2.4,3,d,,,,c,e,wave,,,,stand_up,lie_down
9951,act_101_51,empty_room,5.0,3,,b,,d,,a,,lie_down,,pick_up,,lie_down
8941,act_91_31,empty_room,5.0,1,d,,,,,,jump,,,,,
642,act_7_48,classroom,2.4,2,a,b,,,,,rotation,rotation,,,,
5390,act_55_44,meeting_room,5.0,1,e,,,,,,sit_down,,,,,
5045,act_51_95,meeting_room,2.4,4,a,,c,,e,b,wave,,wave,,wave,wave
5240,act_53_92,meeting_room,2.4,5,,b,c,d,e,a,,walk,walk,walk,walk,walk
6430,act_65_94,meeting_room,5.0,3,,b,,d,,a,,jump,,jump,,jump
4310,act_44_53,meeting_room,2.4,2,,,c,d,,,,,stand_up,stand_up,,
866,act_9_74,classroom,2.4,2,,,,,c,d,,,,,rotation,walk
7049,act_72_20,meeting_room,5.0,5,c,,e,a,b,d,walk,,jump,wave,lie_down,rotation
6265,act_64_28,meeting_room,5.0,3,d,e,a,,,,nothing,walk,rotation,,,
11158,act_205_70,empty_room,2.4,0,,,,,,,,,,,,
7110,act_72_81,meeting_room,5.0,5,d,,a,b,c,e,stand_up,,stand_up,nothing,nothing,stand_up
6102,act_62_63,meeting_room,5.0,2,,,d,e,,,,,nothing,nothing,,
7022,act_71_92,meeting_room,5.0,5,,b,c,d,e,a,,walk,walk,walk,walk,walk
963,act_10_72,classroom,2.4,3,c,d,e,,,,stand_up,stand_up,stand_up,,,
8380,act_85_64,empty_room,2.4,4,c,d,e,a,,,nothing,nothing,nothing,walk,,
7600,act_77_76,empty_room,2.4,1,,,,,c,,,,,,wave,
8236,act_84_19,empty_room,2.4,3,c,,,,b,d,nothing,,,,wave,walk
3310,act_34_43,classroom,5.0,5,e,a,b,c,d,,pick_up,sit_down,stand_up,nothing,walk,
2167,act_22_88,classroom,5.0,1,,,,c,,,,,,pick_up,,
364,act_4_67,classroom,2.4,1,,,,a,,,,,,wave,,
3724,act_38_61,meeting_room,2.4,1,,c,,,,,,pick_up,,,,
2826,act_29_54,classroom,5.0,3,,b,,d,,a,,stand_up,,nothing,,stand_up
3598,act_37_34,meeting_room,2.4,1,d,,,,,,pick_up,,,,,
547,act_6_52,classroom,2.4,1,,,,,,a,,,,,,pick_up
2941,act_30_70,classroom,5.0,3,c,,,,b,d,pick_up,,,,sit_down,pick_up
472,act_5_76,classroom,2.4,1,,,,,c,,,,,,wave,
1642,act_17_58,classroom,2.4,5,,c,d,e,a,b,,jump,wave,wave,lie_down,jump
6821,act_69_89,meeting_room,5.0,4,e,,b,,d,a,sit_down,,sit_down,,stand_up,sit_down
3339,act_34_72,classroom,5.0,5,c,d,e,a,b,,stand_up,stand_up,stand_up,nothing,nothing,
5360,act_55_14,meeting_room,5.0,1,b,,,,,,wave,,,,,
1173,act_12_84,classroom,2.4,3,e,,,,d,a,rotation,,,,jump,rotation
6084,act_62_45,meeting_room,5.0,2,,,b,c,,,,,walk,rotation,,
11011,act_204_22,meeting_room,5.0,0,,,,,,,,,,,,
8456,act_86_41,empty_room,2.4,4,,a,,c,d,e,,lie_down,,sit_down,stand_up,wave
9376,act_95_70,empty_room,5.0,1,,,,,b,,,,,,sit_down,
5821,act_59_79,meeting_room,5.0,1,,,,,c,,,,,,sit_down,
4639,act_47_85,meeting_room,2.4,3,,a,,c,,e,,jump,,jump,,jump
4772,act_49_20,meeting_room,2.4,4,c,d,e,a,,,walk,rotation,jump,wave,,
9845,act_100_44,empty_room,5.0,3,e,a,b,,,,sit_down,stand_up,nothing,,,
1411,act_15_25,classroom,2.4,4,c,,e,,b,d,pick_up,,stand_up,,walk,sit_down
7235,act_74_8,empty_room,2.4,1,,b,,,,,,stand_up,,,,
5082,act_52_33,meeting_room,2.4,5,d,e,a,b,c,,lie_down,pick_up,sit_down,stand_up,nothing,
9149,act_93_41,empty_room,5.0,1,,,b,,,,,,pick_up,,,
8407,act_85_91,empty_room,2.4,4,a,b,c,d,,,nothing,nothing,nothing,nothing,,
2695,act_28_22,classroom,5.0,3,c,d,e,,,,jump,wave,lie_down,,,
816,act_9_24,classroom,2.4,2,,,,,b,c,,,,,nothing,lie_down
2132,act_22_53,classroom,5.0,1,,,,d,,,,,,stand_up,,
1798,act_19_16,classroom,5.0,1,b,,,,,,pick_up,,,,,
3123,act_32_54,classroom,5.0,4,,b,,d,e,a,,stand_up,,nothing,walk,stand_up
5633,act_57_89,meeting_room,5.0,1,,,b,,,,,,sit_down,,,
4276,act_44_19,meeting_room,2.4,2,,,e,a,,,,,rotation,jump,,
10446,act_106_51,empty_room,5.0,5,a,b,c,d,e,,lie_down,lie_down,pick_up,pick_up,sit_down,
7056,act_72_27,meeting_room,5.0,5,c,,e,a,b,d,stand_up,,walk,rotation,jump,nothing
5774,act_59_32,meeting_room,5.0,1,,,,,c,,,,,,stand_up,
9568,act_97_64,empty_room,5.0,2,c,d,,,,,nothing,nothing,,,,
9614,act_98_11,empty_room,5.0,2,,,d,e,,,,,jump,wave,,
238,act_3_40,classroom,2.4,1,,,b,,,,,,lie_down,,,
1533,act_16_48,classroom,2.4,5,a,b,c,d,e,,rotation,rotation,jump,jump,wave,
10631,act_108_38,empty_room,5.0,5,e,,b,c,d,a,walk,,jump,wave,lie_down,rotation
9352,act_95_46,empty_room,5.0,1,,,,,e,,,,,,rotation,
3411,act_35_45,classroom,5.0,5,,a,b,c,d,e,,nothing,walk,rotation,jump,stand_up
8021,act_82_2,empty_room,2.4,3,a,b,c,,,,walk,rotation,jump,,,
10283,act_104_86,empty_room,5.0,4,,a,,c,d,e,,wave,,wave,lie_down,wave
1536,act_16_51,classroom,2.4,5,a,b,c,d,e,,lie_down,lie_down,pick_up,pick_up,sit_down,
3880,act_40_19,meeting_room,2.4,1,,,,a,,,,,,jump,,
1300,act_14_13,classroom,2.4,4,,c,,e,a,b,,wave,,pick_up,sit_down,jump
8015,act_81_95,empty_room,2.4,2,,,,,e,a,,,,,wave,wave
7958,act_81_38,empty_room,2.4,2,,,,,d,e,,,,,lie_down,walk
1481,act_15_95,classroom,2.4,4,a,,c,,e,b,wave,,wave,,wave,wave
2794,act_29_22,classroom,5.0,3,,d,,a,,c,,wave,,pick_up,,jump
9778,act_99_76,empty_room,5.0,2,,,,,c,d,,,,,wave,jump
11039,act_204_50,meeting_room,5.0,0,,,,,,,,,,,,
9893,act_100_92,empty_room,5.0,3,a,b,c,,,,walk,walk,walk,,,
8614,act_88_1,empty_room,2.4,5,a,b,c,d,e,,nothing,walk,rotation,jump,wave,
10158,act_103_60,empty_room,5.0,4,b,c,d,e,,,lie_down,lie_down,pick_up,pick_up,,
7145,act_73_17,empty_room,2.4,1,b,,,,,,sit_down,,,,,
5222,act_53_74,meeting_room,2.4,5,,e,a,b,c,d,,walk,walk,rotation,rotation,walk
3662,act_37_98,meeting_room,2.4,1,a,,,,,,sit_down,,,,,
556,act_6_61,classroom,2.4,1,,,,,,b,,,,,,pick_up
1164,act_12_75,classroom,2.4,3,d,,,,c,e,rotation,,,,jump,rotation
6460,act_66_25,meeting_room,5.0,3,c,,,,b,d,pick_up,,,,walk,sit_down
398,act_5_2,classroom,2.4,1,,,,,e,,,,,,lie_down,
7443,act_76_18,empty_room,2.4,1,,,,e,,,,,,rotation,,
6727,act_68_94,meeting_room,5.0,4,,b,,d,e,a,,jump,,jump,jump,jump
9934,act_101_34,empty_room,5.0,3,,e,,b,,d,,sit_down,,nothing,,pick_up
5428,act_55_82,meeting_room,5.0,1,e,,,,,,nothing,,,,,
7672,act_78_49,empty_room,2.4,1,,,,,,a,,,,,,jump
5468,act_56_23,meeting_room,5.0,1,,d,,,,,,lie_down,,,,
724,act_8_31,classroom,2.4,2,,,a,b,,,,,lie_down,pick_up,,
301,act_4_4,classroom,2.4,1,,,,d,,,,,,pick_up,,
9486,act_96_81,empty_room,5.0,1,,,,,,d,,,,,,stand_up
4295,act_44_38,meeting_room,2.4,2,,,b,c,,,,,jump,wave,,
10801,act_202_10,classroom,5.0,0,,,,,,,,,,,,
4186,act_43_28,meeting_room,2.4,2,d,e,,,,,nothing,walk,,,,
8564,act_87_50,empty_room,2.4,4,a,,c,,e,b,wave,,lie_down,,pick_up,wave
9533,act_97_29,empty_room,5.0,2,d,e,,,,,walk,rotation,,,,
11096,act_205_8,empty_room,2.4,0,,,,,,,,,,,,
3143,act_32_74,classroom,5.0,4,,e,,b,c,d,,walk,,rotation,rotation,walk
10454,act_106_59,empty_room,5.0,5,b,c,d,e,a,,wave,wave,lie_down,lie_down,pick_up,
3206,act_33_38,classroom,5.0,4,e,,b,,d,a,walk,,jump,,lie_down,rotation
4583,act_47_29,meeting_room,2.4,3,,e,,b,,d,,rotation,,wave,,walk
10230,act_104_33,empty_room,5.0,4,,e,,b,c,d,,pick_up,,stand_up,nothing,lie_down
10805,act_202_14,classroom,5.0,0,,,,,,,,,,,,
10761,act_201_69,classroom,2.4,0,,,,,,,,,,,,
6201,act_63_63,meeting_room,5.0,2,,,,,a,b,,,,,walk,stand_up
1153,act_12_64,classroom,2.4,3,c,,,,b,d,nothing,,,,walk,nothing
1213,act_13_25,classroom,2.4,4,c,d,e,a,,,pick_up,sit_down,stand_up,nothing,,
4504,act_46_49,meeting_room,2.4,3,a,b,c,,,,jump,jump,wave,,,
7872,act_80_51,empty_room,2.4,2,,,c,d,,,,,pick_up,pick_up,,
10955,act_203_65,meeting_room,2.4,0,,,,,,,,,,,,
10030,act_102_31,empty_room,5.0,3,d,,,,c,e,jump,,,,sit_down,wave
6429,act_65_93,meeting_room,5.0,3,,b,,d,,a,,rotation,,rotation,,rotation
9702,act_98_99,empty_room,5.0,2,,,c,d,,,,,stand_up,stand_up,,
666,act_7_72,classroom,2.4,2,c,d,,,,,stand_up,stand_up,,,,
643,act_7_49,classroom,2.4,2,a,b,,,,,jump,jump,,,,
10436,act_106_41,empty_room,5.0,5,e,a,b,c,d,,wave,lie_down,pick_up,sit_down,stand_up,
3768,act_39_6,meeting_room,2.4,1,,,c,,,,,,sit_down,,,
4273,act_44_16,meeting_room,2.4,2,,,d,e,,,,,stand_up,nothing,,
10327,act_105_31,empty_room,5.0,4,d,,a,,c,e,jump,,lie_down,,sit_down,wave
787,act_8_94,classroom,2.4,2,,,c,d,,,,,jump,jump,,
8128,act_83_10,empty_room,2.4,3,,c,,e,,b,,walk,,jump,,nothing
3203,act_33_35,classroom,5.0,4,d,,a,,c,e,sit_down,,nothing,,rotation,stand_up
8511,act_86_96,empty_room,2.4,4,,b,,d,e,a,,lie_down,,lie_down,lie_down,lie_down
4188,act_43_30,meeting_room,2.4,2,d,e,,,,,rotation,jump,,,,
7343,act_75_17,empty_room,2.4,1,,,d,,,,,,nothing,,,
7308,act_74_81,empty_room,2.4,1,,e,,,,,,stand_up,,,,
2906,act_30_35,classroom,5.0,3,d,,,,c,e,sit_down,,,,rotation,stand_up
4627,act_47_73,meeting_room,2.4,3,,e,,b,,d,,nothing,,walk,,nothing
6435,act_65_99,meeting_room,5.0,3,,b,,d,,a,,stand_up,,stand_up,,stand_up
997,act_11_7,classroom,2.4,3,,b,,d,,a,,sit_down,,nothing,,pick_up
5383,act_55_37,meeting_room,5.0,1,e,,,,,,nothing,,,,,
7959,act_81_39,empty_room,2.4,2,,,,,d,e,,,,,pick_up,rotation
7699,act_78_76,empty_room,2.4,1,,,,,,d,,,,,,jump
157,act_2_58,classroom,2.4,1,,c,,,,,,jump,,,,
8863,act_90_52,empty_room,2.4,5,a,,c,d,e,b,pick_up,,sit_down,sit_down,stand_up,pick_up
3086,act_32_17,classroom,5.0,4,,c,,e,a,b,,stand_up,,walk,rotation,sit_down
7513,act_76_88,empty_room,2.4,1,,,,c,,,,,,pick_up,,
7938,act_81_18,empty_room,2.4,2,,,,,a,b,,,,,jump,stand_up
5303,act_54_56,meeting_room,2.4,5,b,,d,e,a,c,walk,,rotation,rotation,jump,walk
6523,act_66_88,meeting_room,5.0,3,e,,,,d,a,pick_up,,,,sit_down,pick_up
3796,act_39_34,meeting_room,2.4,1,,,a,,,,,,stand_up,,,
496,act_6_1,classroom,2.4,1,,,,,,a,,,,,,nothing
2322,act_24_45,classroom,5.0,1,,,,,,e,,,,,,stand_up
6673,act_68_40,meeting_room,5.0,4,,a,,c,d,e,,wave,,pick_up,sit_down,jump
8192,act_83_74,empty_room,2.4,3,,e,,b,,d,,walk,,rotation,,walk
152,act_2_53,classroom,2.4,1,,b,,,,,,sit_down,,,,
5324,act_54_77,meeting_room,2.4,5,d,,a,b,c,e,wave,,wave,lie_down,lie_down,wave
5630,act_57_86,meeting_room,5.0,1,,,b,,,,,,wave,,,
7266,act_74_39,empty_room,2.4,1,,a,,,,,,jump,,,,
1739,act_18_56,classroom,2.4,5,b,,d,e,a,c,walk,,rotation,rotation,jump,walk
3002,act_31_32,classroom,5.0,4,d,e,a,b,,,wave,lie_down,pick_up,sit_down,,
10666,act_108_73,empty_room,5.0,5,d,,a,b,c,e,nothing,,nothing,walk,walk,nothing
6340,act_65_4,meeting_room,5.0,3,,b,,d,,a,,wave,,pick_up,,jump
5900,act_60_59,meeting_room,5.0,1,,,,,,b,,,,,,wave
10172,act_103_74,empty_room,5.0,4,d,e,a,b,,,walk,walk,walk,rotation,,
2884,act_30_13,classroom,5.0,3,b,,,,a,c,jump,,,,sit_down,wave
3721,act_38_58,meeting_room,2.4,1,,c,,,,,,jump,,,,
11106,act_205_18,empty_room,2.4,0,,,,,,,,,,,,
9630,act_98_27,empty_room,5.0,2,,,e,a,,,,,walk,rotation,,
6278,act_64_41,meeting_room,5.0,3,e,a,b,,,,wave,lie_down,pick_up,,,
6110,act_62_71,meeting_room,5.0,2,,,e,a,,,,,sit_down,stand_up,,
2277,act_23_99,classroom,5.0,1,,,,,e,,,,,,stand_up,
4462,act_46_7,meeting_room,2.4,3,a,b,c,,,,pick_up,sit_down,stand_up,,,
344,act_4_47,classroom,2.4,1,,,,d,,,,,,rotation,,
10698,act_201_6,classroom,2.4,0,,,,,,,,,,,,
4137,act_42_78,meeting_room,2.4,1,,,,,,d,,,,,,lie_down
10916,act_203_26,meeting_room,2.4,0,,,,,,,,,,,,
5372,act_55_26,meeting_room,5.0,1,c,,,,,,sit_down,,,,,
